DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT
1/1/16,CONEY ISLAND I (SITE 8),NY005011720,238,172,334,334,NY005157,FEDERAL,TURNKEY,NEW CONST,,124,125,626.0,5.05,,359,359,1,0,2,14,"61,483",1.41,"61,483",1.41,"11,970","1,187,936",19.47%,254.61,"$5,853,893","$9,255",$542.70,W 35TH ST,W 36TH ST,SURF AVE,MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/73,,,,
1/1/16,CONEY ISLAND I (SITES 4 & 5),NY005011700,216,170,328,278,NY005123,FEDERAL,TURNKEY,NEW CONST,,376,376,1879.0,5,,"1,045","1,045",1,1,6,17,"187,318",4.3,"187,318",4.3,"38,750","4,017,326",20.69%,243.02,"$16,603,000","$8,808",$521.09,MERMAID AVE,W 25TH ST,SURF AVE,W 28TH ST,BROOKLYN,13,8,23,46,47,7/31/74,,,,
1/1/16,CONLON LIHFE TOWER,NY005010910,232,091,347,240,NY005137,FEDERAL,TURNKEY,NEW CONST (ELD),,214,216,701.0,3.28,,232,232,1,0,1,13,"51,873",1.19,"51,873",1.19,"11,294","1,325,412",21.77%,194.96,"$5,835,896","$7,973",$331.38,170TH ST,172ND ST,JAMAICA AVE,93RD AVE,QUEENS,12,5,14,29,27,3/31/73,,EXCLUSIVELY,,
1/1/16,COOPER PARK,NY005000690,069,069,223,223,NY005023,FEDERAL,CONVENTIONAL,NEW CONST,,700,700,3281.0,4.6900000000000004,,"1,578","1,578",11,0,13,7,"528,967",12.14,"496,296",11.39,"86,767","5,878,957",16.40%,129.97999999999999,"$7,702,277","$2,346",$489.09,FROST ST,MORGAN AVE,KINGSLAND AVE,MASPETH AVE,BROOKLYN,1,12,18,50,34,6/25/53,,,,
1/1/16,CORSI HOUSES,NY005010640,199,064,359,219,NY005149,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,171,171,512.5,3,,178,178,1,0,1,16,"32,004",0.73,"32,004",0.73,"20,446","1,361,650",63.89%,243.84,"$6,600,521","$11,882",$283.75,E 116TH ST,E 117TH ST,FIRST AVE,SECOND AVE,MANHATTAN,11,13,29,68,8,11/30/73,,EXCLUSIVELY,,
1/1/16,CROWN HEIGHTS,NY005013510,312,351,331,765,NY005258,FEDERAL,TURNKEY,REHAB,,121,121,527.5,4.3600000000000003,,263,263,8,0,8,4,"51,255",1.18,"51,255",1.18,"31,650","1,139,400",61.75%,222.88,"$7,974,650","$15,118",$625.51,BUFFALO AVE,BERGEN ST,RALPH AVE,SAINT JOHNS PL,BROOKLYN,8,"8, 9","20, 25","55, 56",41,9/4/86,,,YES,
1/1/16,CYPRESS HILLS,NY005010700,070,070,536,536,NY005220G,FEDERAL,CONVENTIONAL,NEW CONST,,"1,441","1,444",6598.5,4.58,,"3,401","3,401",15,0,30,7,"1,264,130",29.02,"1,264,130",29.02,"223,364","12,338,237",17.67%,117.2,"$14,773,000","$2,247",$457.90,SUTTER AVE,EUCLID AVE,LINDEN BLVD,FOUNTAIN AVE,BROOKLYN,5,8,"18, 19",60,42,5/25/55,1978/07/01-ATP 3,,,
1/1/16,DAVIDSON,NY005013420,190,342,301,301,NY005096A,FEDERAL,CONVENTIONAL,NEW CONST,,175,175,841.5,4.8099999999999996,,484,484,1,0,2,8,"82,967",1.9,"82,967",1.9,"24,796","1,647,000",29.89%,254.74,"$8,704,709","$10,259",$475.16,PROSPECT AVE,HOME ST,167TH ST,UNION AVE,BRONX,3,15,32,79,17,8/31/73,,PARTIALLY,,
1/1/16,DE HOSTOS APARTMENTS,NY005011270,155,127,265,259,NY005066,FEDERAL,CONVENTIONAL,NEW CONST,,219,223,953.5,4.3499999999999996,,463,463,1,0,1,22,"32,690",0.75,"32,690",0.75,"10,319","1,794,597",31.57%,617.33000000000004,"$4,044,899","$4,130",$520.72,AMSTERDAM AVE,W 93RD ST,BROADWAY,W 94TH ST,MANHATTAN,7,10,30,69,6,3/28/69,,,,
1/1/16,DOUGLASS ADDITION,NY005010820,148,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,135,135,667.5,4.9400000000000004,,325,325,1,0,1,16,"23,957",0.55000000000000004,"23,957",0.55000000000000004,"8,884","1,289,500",37.08%,590.91,"$3,783,000","$5,667",$570.29,W 102ND ST,W 103RD ST,AMSTERDAM AVE,,MANHATTAN,7,10,30,69,7,6/30/65,1979/08/01-ATP 4,,,
1/1/16,DOUGLASS,,"082, 582",082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,"2,056","2,058",9276.0,4.51,,,"4,252",17,0,17,5-9-12-17-18-20,"947,991",21.76,"863,250",19.82,"138,552","17,567,741",14.62%,195.40,"$37,441,000","$4,062",$516.61,W 104TH ST,MANHATTAN AVE,W 100TH ST,AMSTERDAM AVE,MANHATTAN,7,13,30,69,07,09/25/1958,1979/08/01-ATP 4,,,
1/1/16,DOUGLASS I,NY005010820,082,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,303","1,305",5809.5,4.46,,"2,665","2,665",11,0,11,5-9-12-17-20,"533,018",12.24,"533,018",12.24,"94,508","10,999,163",17.73%,217.73,"$22,701,754","$3,933",$502.71,W 104TH ST,MANHATTAN AVE,W 100TH ST,COLUMBUS AVE,MANHATTAN,7,13,30,69,7,9/25/58,1979/08/01-ATP 4,,,
1/1/16,DOUGLASS II,NY005010820,582,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,753,753,3466.5,4.5999999999999996,,"1,587","1,587",6,0,6,9-12-17-18-20,"414,973",9.5299999999999994,"330,232",7.58,"44,044","6,568,578",10.61%,166.53,"$14,739,246","$4,277",$540.74,W 104TH ST,COLUMBUS AVE,W 100TH ST,AMSTERDAM AVE,MANHATTAN,7,13,30,69,7,9/25/58,1979/08/01-ATP 4,,,
1/1/16,DREW-HAMILTON,NY005021110,111,111,434,434,NY005373,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,241,"1,211","1,217",5344.5,4.41,596,2285,"2,881",5,0,5,21,"312,188",7.17,"292,159",6.71,"74,433","9,889,060",23.84%,401.81,"$25,146,000","$4,687",$459.17,W 141ST ST,W 144TH ST,POWELL BLVD,DOUGLASS BLVD,MANHATTAN,10,13,30,70,9,9/30/65,,,,
1/1/16,DYCKMAN,NY005000410,041,041,373,373,NY005183A,FEDERAL,CONVENTIONAL,NEW CONST,,"1,167","1,167",5054.5,4.33,,"2,319","2,319",7,1,8,14,"613,884",14.09,"570,318",13.09,"80,457","9,780,114",13.11%,164.58,"$14,202,915","$2,812",$503.84,DYCKMAN ST,NAGLE AVE,W 204TH ST,TENTH AVE,MANHATTAN,12,13,31,72,10,4/25/51,1972/06/29-FED TRAN,,,
1/1/16,EAGLE AVENUE-EAST 163RD STREET,NY005000590,224,059,343,236,NY005165,FEDERAL,TURNKEY,NEW CONST,,66,66,279.0,4.2300000000000004,,131,131,1,0,1,6,"28,125",0.65,"28,125",0.65,"9,828","598,000",34.94%,201.54,"$1,710,901","$6,078",$457.02,EAGLE AVE,E 163RD ST,THIRD AVE,E 161ST ST,BRONX,3,15,32,79,17,5/31/71,,,,
1/1/16,EAST 152ND STREET-COURTLANDT AVENUE,NY005010280,237,028,360,360,NY005154,FEDERAL,TURNKEY,NEW CONST,,221,221,913.5,4.13,,383,383,2,0,2,11-14,"63,175",1.45,"63,175",1.45,"21,301","1,801,668",33.72%,264.14,"$7,717,944","$8,330",$369.78,E 151ST ST,E 153RD ST,COURTLANDT AVE,MELROSE AVE,BRONX,1,15,32,84,17,8/31/73,,PARTIALLY,,
1/1/16,EAST 165TH STREET-BRYANT AVENUE,NY005015300,304,530,552,748,NY005226,FEDERAL,TURNKEY,NEW CONST,,111,111,588.5,5.3,,370,370,5,0,19,3,"137,566",3.16,"137,566",3.16,"41,134","1,286,795",29.90%,117.09,"$8,178,643","$13,874",$616.56,WESTCHESTER AVE,LONGFELLOW AVE,ALDUS ST,HOE AVE,BRONX,2,15,32,85,17,10/31/87,,,YES,YES
1/1/16,EAST 173RD STREET-VYSE AVENUE,NY005015300,338,530,778,748,NY005252,FEDERAL,TURNKEY,NEW CONST,,168,168,758.0,4.51,,423,423,7,0,28,3,"196,060",4.5,"196,060",4.5,"59,524","1,547,624",28.46%,94,"$12,629,936","$16,684",$492.75,SOUTHERN BLVD,E 173RD ST,VYSE AVE,JENNINGS ST,BRONX,3,15,32,79,17,10/31/87,,,YES,YES
1/1/16,EAST 180TH STREET-MONTEREY AVENUE,NY005012270,208,227,323,363,NY005124,FEDERAL,CONVENTIONAL,NEW CONST,,239,239,1052.5,4.4000000000000004,,545,545,1,1,3,10,"78,743",1.81,"78,743",1.81,"30,800","2,072,776",39.11%,301.10000000000002,"$8,727,000","$8,221",$491.59,E 180TH ST,E 181ST ST,LAFONTAINE AVE,QUARRY RD,BRONX,6,15,33,86,15,9/30/73,,,,
1/1/16,EAST NEW YORK CITY LINE,NY005010700,263,070,378,378,NY005171,FEDERAL,TURNKEY,NEW CONST,,66,66,409.0,6.2,,275,275,33,0,33,3,"84,400",1.94,"84,400",1.94,"26,943","719,300",31.92%,141.75,"$2,774,644","$6,784",$534.14,FOUNTAIN AVE,HEGEMAN AVE,LOGAN ST,,BROOKLYN,5,8,19,60,42,3/31/76,,,,
1/1/16,EAST RIVER,NY005010090,009,009,207,207,NY005005,FEDERAL,CONVENTIONAL,NEW CONST,,"1,156","1,170",4848.0,4.1900000000000004,,"2,412","2,412",10,1,30,6-10-11,"512,822",11.77,"466,607",10.71,"112,140","7,963,515",21.87%,204.93,"$5,304,700","$1,086",$457.54,FIRST AVE,FDR DRIVE,E 102ND ST,E 105TH ST,MANHATTAN,11,13,30,68,8,5/20/41,,,,
1/1/16,EASTCHESTER GARDENS,NY005010340,034,034,313,313,NY005114A,FEDERAL,CONVENTIONAL,NEW CONST,,876,877,4244.0,4.84,,"2,071","2,071",10,0,15,7-8,"653,856",15.01,"607,396",13.94,"115,918","7,891,470",17.73%,137.97,"$9,514,000","$2,244",$517.58,BURKE AVE,BOUCK AVE,ADEE AVE,YATES AVE,BRONX,11,16,36,83,12,6/1/50,1968/08/29-FED TRAN,,,
1/1/16,EDENWALD,NY005000570,057,057,214,214,NY005019,FEDERAL,CONVENTIONAL,NEW CONST,,"2,035","2,039",9675.5,4.75,,"5,031","5,031",40,2,71,3-14,"2,129,275",48.88,"2,023,005",46.44,"344,433","17,847,449",16.18%,102.93,"$22,862,156","$2,359",$523.80,GRENADA PL,BAYCHESTER AVE,E 225TH ST,LACONIA AVE,BRONX,12,16,36,83,12,10/30/53,,,,
1/1/16,ELLIOTT,NY005011340,015,134,367,367,NY005181C,FEDERAL,CONVENTIONAL,NEW CONST,,607,608,2846.5,4.6900000000000004,,"1,412","1,412",4,0,8,11-12,"204,530",4.7,"204,530",4.7,"45,023","4,301,454",22.01%,300.43,"$5,042,342","$1,808",$542.40,W 25TH ST,CHELSEA PARK,NINTH AVE,TENTH AVE,MANHATTAN,4,10,"27, 31",75,3,7/15/47,1972/06/29-FED TRAN,,,
1/1/16,FARRAGUT,NY005000290,029,029,532,532,NY005220C,FEDERAL,CONVENTIONAL,NEW CONST,,"1,389","1,390",6515.5,4.6900000000000004,,"3,277","3,277",10,0,10,14,"723,570",16.61,"723,570",16.61,"100,746","11,639,930",13.92%,197.29,"$15,187,000","$2,324",$484.87,YORK ST,NASSAU ST,NAVY ST,BRIDGE ST,BROOKLYN,2,8,25,57,35,5/7/52,1978/07/01-ATP 3,,,
1/1/16,FENIMORE-LEFFERTS,NY005011670,205,167,322,283,NY005129,FEDERAL,TURNKEY,NEW CONST,,36,36,180.0,5,,104,104,18,0,18,2,"33,705",0.77,"33,705",0.77,"20,339","564,300",60.34%,135.06,"$633,673","$3,520",$658.78,FENIMORE ST,TROY AVE,LEFFERTS AVE,NOSTRAND AVE,BROOKLYN,9,9,20,43,"40, 41",9/30/69,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP I),NY005012090,209,091,324,324,NY005140,FEDERAL,CONVENTIONAL,REHAB,,24,40,125.0,5.21,,,37,37,0,,1-2,"109,109.00",2.50,"109,109.00",2.50,,,,14.80,"$864,012","$6,912",$723.86,36 QUEENS,1 BROOKLYN,,,,,,,,,10/31/1969,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP II),NY005012090,212,091,327,324,NY005155,FEDERAL,CONVENTIONAL,REHAB,,11,27,59.5,5.41,,,29,25,0,,1-2-3,"71,102.00",1.63,"71,102.00",1.63,,,,17.79,"$638,109","$10,725",$859.00,24 QUEENS,1 BRONX,,,,,,,,,09/30/1970,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP III),NY005012090,213,091,340,324,NY005158,FEDERAL,CONVENTIONAL,REHAB,,13,19,70.5,5.42,,,28,18,0,,1-2,"48,377.00",1.11,"48,377.00",1.11,,,,25.23,"$400,255","$5,677",$936.15,16 QUEENS,1 BRONX,1 BROOKLYN,,,,,,,,04/30/1971,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP V),NY005012090,260,091,397,324,NY005182,FEDERAL,CONVENTIONAL,REHAB,,36,51,192.0,5.33,,,81,46,0,,1-2-3,"140,965.00",3.24,"140,965.00",3.24,,,,25.00,"$1,241,649","$5,899",$726.79,43 QUEENS,3 BROOKLYN,,,,,,,,,09/30/1972,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP VI),NY005012090,273,091,395,324,NY005199,FEDERAL,CONVENTIONAL,REHAB,,8,16,42.0,5.25,,,14,14,0,,1-1.5-2-2.5,"46,406.00",1.07,"46,406.00",1.07,,,,13.08,"$369,711","$8,803","$1,033.75",14 QUEENS,,,,,,,,,,07/31/1976,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP VII),NY005012090,274,091,396,324,NY005197,FEDERAL,CONVENTIONAL,REHAB,,7,14,40.5,5.79,,,13,14,0,,1-1.5-2-2.5,"41,138.00",0.94,"41,138.00",0.94,,,,13.83,"$453,780","$7,824",$947.14,14 QUEENS,,,,,,,,,,07/31/1976,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP VIII),NY005012090,275,091,520,324,NY005198,FEDERAL,CONVENTIONAL,REHAB,,8,13,46.0,5.75,,,21,13,0,,1-1.5-2-2.5,"34,842.00",0.80,"34,842.00",0.80,,,,26.25,"$323,522","$7,033",$824.86,13 QUEENS,,,,,,,,,,07/31/1976,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP IX),NY005012090,283,091,376,324,NY005206,FEDERAL,CONVENTIONAL,REHAB,,20,44,97.0,4.85,,,41,20,0,,1-1.5-2-2.5-3,"50,476.00",1.16,"50,476.00",1.16,,,,35.34,"$961,472","$9,473",$794.85,6 QUEENS,14 BROOKLYN,,,,,,,,,01/31/1983,,,YES,
1/1/16,FHA REPOSSESSED HOUSES (GROUP X),NY005012090,284,091,521,324,NY005212,FEDERAL,CONVENTIONAL,REHAB,,23,36,123.5,5.37,,,53,35,0,,1-1.5-2-2.5,"99,627.00",2.29,"99,627.00",2.29,,,,23.14,"$2,059,079","$14,152",$806.22,35 QUEENS,,,,,,,,,,01/31/1983,,,YES,
1/1/16,FIORENTINO PLAZA,NY005012610,207,261,375,375,NY005188,FEDERAL,CONVENTIONAL,NEW CONST,,158,160,787.0,4.9800000000000004,,472,472,8,0,10,4,"95,000",2.1800000000000002,"95,000",2.1800000000000002,"42,189","1,916,306",44.41%,216.51,"$6,138,432","$7,712",$480.97,GLENMORE AVE,VAN SICLEN AVE,PITKIN AVE,WYONA ST,BROOKLYN,5,8,19,55,37,10/31/71,,,,
1/1/16,FIRST HOUSES,NY005012920,001,292,370,370,NY005181A,FEDERAL,CONVENTIONAL,NEW CONST,,126,126,448.0,3.56,,197,197,8,0,8,4-5,"53,532",1.23,"53,532",1.23,"24,540","1,411,795",45.84%,160.16,"$1,384,643","$3,653",$401.64,E 2ND ST,E 3RD ST,AVENUE A,FIRST AVE,MANHATTAN,3,12,26,74,2,5/31/36,1972/06/29-FED TRAN,,YES,
1/1/16,FOREST,NY005000590,059,059,535,535,NY005220F,FEDERAL,CONVENTIONAL,NEW CONST,,"1,348","1,350",6154.0,4.57,,"3,144","3,144",15,0,15,9-10-14,"771,920",17.72,"700,087",16.07,"125,002","11,465,400",16.19%,177.43,"$19,576,000","$3,186",$456.07,TINTON AVE,E 163RD ST,TRINITY AVE,E 166TH ST,BRONX,3,15,32,79,16,11/12/56,1978/07/01-ATP 3,,,
1/1/16,FOREST HILLS COOP (108TH STREET-62ND DRIVE),NY005002000,200,200,309,309,NY005108,FEDERAL,CONVENTIONAL,NEW CONST,,430,430,1794.0,4.17,,799,799,3,1,5,12,"359,923",8.26,"359,923",8.26,"53,683","3,673,511",14.92%,96.73,"$29,177,120","$16,107",$569.76,108TH ST,62ND DR,COLONIAL AVE,HORACE HARDING EXP,QUEENS,6,6,16,27,29,11/30/75,,,,YES
1/1/16,FORT INDEPENDENCE STREET-HEATH AVENUE,NY005012020,197,202,308,311,NY005110,FEDERAL,TURNKEY,NEW CONST,,342,344,1509.0,4.41,,749,749,1,0,2,21,"149,152",3.42,"149,152",3.42,"25,162","3,321,343",16.87%,219.01,"$10,566,070","$6,933",$471.33,FT INDEPENDENCE ST,HEATH AVE,BAILEY AVE,SUMMIT PL,BRONX,8,13,33,81,14,11/30/74,,,,
1/1/16,FORT WASHINGTON AVENUE REHAB,NY005013090,309,309,341,341,NY005266,FEDERAL,TURNKEY,REHAB (ELD),,226,226,814.0,3.6,,274,274,1,0,2,7,"112,034",2.57,"112,034",2.57,"43,735","3,690,779",39.04%,106.61,"$16,237,236","$19,862",$300.50,RIVERSIDE DR,W 163RD ST,FT WASHINGTON AVE,W 165TH ST,MANHATTAN,12,13,31,71,7,10/1/85,,EXCLUSIVELY,YES,
1/1/16,FRANKLIN AVENUE I CONVENTIONAL,NY005015310,525,531,479,482,NY005314,FEDERAL,CONVENTIONAL,REHAB,,60,61,264.0,4.4000000000000004,,130,130,3,0,3,5,"28,251",0.65,"28,251",0.65,"10,811","649,812",38.27%,200,"$5,015,464","$17,629",$491.00,E 169TH ST,FRANKLIN AVE,E 170TH ST,,BRONX,3,15,33,79,16,8/31/94,,,YES,YES
1/1/16,FRANKLIN AVENUE II CONVENTIONAL,NY005015310,531,531,482,482,NY005346,FEDERAL,CONVENTIONAL,REHAB,,45,45,196.5,4.37,,92,92,3,0,3,5,"19,319",0.44,"19,319",0.44,"8,080","508,109",41.82%,209.09,"$3,401,250","$17,309",$386.00,E 169TH ST,FRANKLIN AVE,E 170TH ST,,BRONX,3,15,33,79,16,8/31/94,,,YES,YES
1/1/16,FRANKLIN AVENUE III CONVENTIONAL,NY005015310,524,531,480,482,NY005348,FEDERAL,CONVENTIONAL,REHAB,,15,15,65.5,4.37,,36,36,1,0,1,5,"4,200",0.1,"4,200",0.1,"2,803","150,400",66.74%,360,"$1,189,930","$18,167",$450.00,FRANKLIN AVE,E 170TH ST,CLINTON AVE,JEFFERSON PL,BRONX,3,15,33,79,16,8/31/94,,,YES,YES
1/1/16,FULTON,NY005001360,136,136,252,252,NY005053,FEDERAL,CONVENTIONAL,NEW CONST,,944,944,4223.0,4.47,,"2,172","2,172",11,1,12,6-25,"272,989",6.27,"272,989",6.27,"70,645","8,097,991",25.88%,346.41,"$20,727,847","$4,866",$599.23,W 16TH ST,W 19TH ST,NINTH AVE,,MANHATTAN,4,10,27,75,3,3/31/65,,,,
1/1/16,GARVEY (GROUP A),NY005012520,252,252,381,381,NY005166,FEDERAL,CONVENTIONAL,NEW CONST,,320,321,1525.0,4.7699999999999996,,804,804,3,1,6,"2, 6-14","142,730",3.28,"142,730",3.28,"40,745","3,257,257",28.55%,245.12,"$12,599,489","$8,168",$481.69,EAST NEW YORK AVE,AMBOY ST,PITKIN AVE,,BROOKLYN,16,9,20,55,41,2/28/75,,PARTIALLY,,
1/1/16,GLEBE AVENUE-WESTCHESTER AVENUE,NY005010670,225,067,342,222,NY005147,FEDERAL,TURNKEY,NEW CONST (ELD),,131,132,434.5,3.32,,148,148,1,0,1,6,"47,204",1.08,"47,204",1.08,"18,734","1,123,122",39.69%,137.04,"$3,356,367","$7,467",$324.89,GLEBE AVE,WESTCHESTER AVE,CASTLE HILL AVE,LYON AVE,BRONX,10,14,34,87,18,12/31/71,,EXCLUSIVELY,,
1/1/16,GLENMORE PLAZA,NY005011690,171,169,581,581,NY005267C,FEDERAL,CONVENTIONAL,NEW CONST,,440,440,1704.0,3.87,,841,841,4,0,4,10-18-24,"186,180",4.2699999999999996,"186,180",4.2699999999999996,"24,838","4,024,811",13.34%,196.96,"$10,600,000","$6,221",$457.32,PITKIN AVE,GLENMORE AVE,WATKINS ST,POWELL ST,BROOKLYN,16,8,19,55,37,4/30/68,1980/07/01-ATP 5,,,
1/1/16,GLENWOOD,NY005000440,044,044,584,584,NY005268B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,187","1,188",5210.5,4.3899999999999997,,"2,582","2,582",20,0,40,6,"975,095",22.39,"915,230",21.01,"183,856","10,242,805",18.86%,115.32,"$12,907,133","$2,475",$521.68,E 56TH ST,FARRAGUT RD,RALPH AVE,AVENUE H,BROOKLYN,18,8,21,59,45,7/14/50,1980/07/01-ATP 6,,,
1/1/16,GOMPERS,NY005011000,100,100,237,237,NY005032,FEDERAL,CONVENTIONAL,NEW CONST,,473,474,2198.5,4.6500000000000004,,"1,167","1,167",2,2,5,20,"161,016",3.7,"161,016",3.7,"24,555","4,083,496",15.25%,315.41000000000003,"$9,322,807","$4,240",$539.13,DELANCY ST,PITT ST,STANTON ST,,MANHATTAN,3,7,26,74,2,4/30/64,,,,
1/1/16,GOWANUS,NY005000250,025,025,515,515,NY005213G,FEDERAL,CONVENTIONAL,NEW CONST,,"1,137","1,139",5434.5,4.78,,"2,759","2,759",14,1,25,4-6-9-13-14,"547,663",12.57,"502,216",11.53,"105,659","9,028,680",19.29%,219.49,"$11,928,000","$2,203",$528.52,WYCKOFF ST,DOUGLASS ST,BOND ST,HOYT ST,BROOKLYN,6,7,25,52,33,6/24/49,1977/07/01-ATP 1,,,
1/1/16,GRAMPION,NY005010300,281,030,507,503,NY005210,FEDERAL,CONVENTIONAL,REHAB,,35,35,155.5,4.4400000000000004,,74,74,1,0,1,7,"7,144",0.16,"7,144",0.16,"5,000","377,500",69.99%,462.5,"$817,621","$5,094",$427.47,W 119TH ST,SAINT NICHOLAS AVE,,,MANHATTAN,10,13,30,70,9,5/17/77,,,YES,
1/1/16,GRANT,NY005000870,087,087,232,232,NY005030,FEDERAL,CONVENTIONAL,NEW CONST,,"1,940","1,940",9138.0,4.71,,"4,477","4,477",9,1,10,13-21,"655,681",15.05,"655,681",15.05,"101,477","16,701,596",15.48%,297.48,"$28,783,425","$3,150",$503.17,W 125TH ST,MORNINGSIDE AVE,W 123RD ST,BROADWAY,MANHATTAN,9,13,30,69,7,10/31/57,,,,
1/1/16,GRAVESEND,NY005011720,068,172,225,225,NY005025,FEDERAL,CONVENTIONAL,NEW CONST,,634,634,2951.0,4.6500000000000004,,"1,533","1,533",15,0,15,7,"540,725",12.41,"540,725",12.41,"92,855","5,356,500",17.17%,123.53,"$7,927,996","$2,687",$460.48,NEPTUNE AVE,BAYVIEW AVE,W 33RD ST,,BROOKLYN,13,8,23,46,47,6/28/54,,,,
1/1/16,GUN HILL,NY005010470,040,047,579,579,NY005267A,FEDERAL,CONVENTIONAL,NEW CONST,,732,733,3126.0,4.2699999999999996,,"1,482","1,482",6,0,6,14,"345,256",7.93,"314,070",7.21,"54,684","6,221,645",15.84%,186.89,"$8,709,286","$2,784",$485.63,HOLLAND AVE,WHITE PLAINS RD,GUN HILL RD,MAGENTA ST,BRONX,12,16,36,83,12,11/30/50,1980/07/01-ATP 5,,,
1/1/16,HABER,NY005011660,142,166,589,589,NY005271D,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,380,380,1327.0,3.49,,447,447,3,0,3,14,"134,432",3.09,"134,432",3.09,"23,903","2,547,605",17.78%,144.66,"$7,494,000","$5,647",$281.93,W 24TH ST,SURF AVE,REIGELMANN BRDWLK,W 25TH ST,BROOKLYN,13,8,23,46,47,6/30/65,1980/10/01-ATP 7,EXCLUSIVELY,,
1/1/16,HAMMEL,NY005010750,075,075,226,226,NY005027,FEDERAL,CONVENTIONAL,NEW CONST,,711,712,3302.5,4.6399999999999997,,"1,840","1,840",14,0,14,7,"616,678",14.16,"572,678",13.15,"107,706","5,991,153",17.47%,129.94,"$9,618,901","$2,909",$409.66,B 86TH ST,HAMMELS BLVD,B 81ST ST,ROCKAWAY BCH BLVD,QUEENS,14,5,10,31,31,4/20/55,,,,
1/1/16,HARBORVIEW TERRACE,NY005010220,262,022,377,377,NY005168,FEDERAL,TURNKEY,NEW CONST,,377,377,1493.5,3.96,,659,659,2,0,2,14-15,"120,497",2.77,"120,497",2.77,"22,666","3,139,759",18.81%,237.91,"$16,721,224","$10,911",$495.84,W 54TH ST,W 56TH ST,TENTH AVE,ELEVENTH AVE,MANHATTAN,4,10,"27, 31",67,6,6/30/77,,PARTIALLY,,
1/1/16,HARLEM RIVER,NY005010030,003,003,201,201,NY005042,FEDERAL,CONVENTIONAL,NEW CONST,,571,577,2218.5,3.89,,"1,013","1,013",7,0,47,4-5,"322,075",7.39,"313,137",7.19,"103,777","5,237,933",32.22%,137.08000000000001,"$4,147,782","$2,103",$501.01,MACOMBS PL,HARLEM RIVER DR,W 151ST ST,W 153RD ST,MANHATTAN,10,13,30,71,9,10/1/37,,,,
1/1/16,HARLEM RIVER II,NY005010030,147,003,256,201,NY005051,FEDERAL,CONVENTIONAL,NEW CONST,,116,116,515.0,4.4400000000000004,,286,286,1,0,1,15,"28,815",0.66,"28,815",0.66,"7,281","981,227",25.27%,433.33,"$2,605,601","$5,059",$497.82,DOUGLASS BLVD,W 152ND ST,MACOMBS PL,W 151ST ST,MANHATTAN,10,13,30,71,9,10/31/65,,,,
1/1/16,HARRISON AVENUE REHAB (GROUP A),NY005013410,347,341,772,762,NY005231,FEDERAL,TURNKEY,REHAB,,34,34,146.0,4.29,,69,69,1,0,1,5,"9,167",0.21,"9,167",0.21,"6,698","404,958",73.07%,328.57,"$2,368,803","$16,225",$501.00,HARRISON AVE,W BURNSIDE AVE,GRAND AVE,KINGSLAND PL,BRONX,5,15,29,86,14,9/1/86,,,YES,YES
