CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
710200108,12/28/2015,22:50:00,12/28/2015,22:55:00,12/29/2015,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1053956,195809,40.703860904,-73.748595148,"(40.703860904, -73.748595148)"
742987838,12/28/2015,22:50:00,12/28/2015,23:00:00,12/29/2015,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1003958,218486,40.766356269,-73.928854657,"(40.766356269, -73.928854657)"
593500700,12/28/2015,22:50:00,12/29/2015,14:00:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,,STREET,,,996343,231877,40.803124692,-73.95632105,"(40.803124692, -73.95632105)"
967471724,12/28/2015,22:45:00,12/28/2015,22:55:00,12/29/2015,678,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,19,,TRANSIT - NYC SUBWAY,,,995369,221138,40.773650293,-73.959856952,"(40.773650293, -73.959856952)"
406073774,12/28/2015,22:45:00,12/29/2015,01:55:00,12/29/2015,342,PETIT LARCENY OF MOTOR VEHICLE,350,"LARCENY, PETIT OF MOPED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,,PARK/PLAYGROUND,,,991600,229372,40.796254368,-73.973455697,"(40.796254368, -73.973455697)"
114690597,12/28/2015,22:40:00,12/28/2015,22:45:00,12/29/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,FOOD SUPERMARKET,,,1052539,186842,40.6792597,-73.753796665,"(40.6792597, -73.753796665)"
838813605,12/28/2015,22:40:00,12/29/2015,08:00:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,,STREET,,,984123,212607,40.750241878,-74.000459814,"(40.750241878, -74.000459814)"
772209180,12/28/2015,22:40:00,12/28/2015,22:50:00,12/29/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,,,1023557,206968,40.734676889,-73.858168775,"(40.734676889, -73.858168775)"
646995890,12/28/2015,22:36:00,12/28/2015,22:40:00,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003237,251923,40.858133082,-73.931362921,"(40.858133082, -73.931362921)"
156939052,12/28/2015,22:30:00,12/29/2015,01:05:00,12/29/2015,109,GRAND LARCENY,416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,BAR/NIGHT CLUB,,,997039,222374,40.77704053,-73.953825163,"(40.77704053, -73.953825163)"
715639810,12/28/2015,22:30:00,12/29/2015,00:45:00,12/29/2015,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,PORT AUTHORITY,QUEENS,113,,AIRPORT TERMINAL,,,1046315,187088,40.679980738,-73.776233907,"(40.679980738, -73.776233907)"
546081183,12/28/2015,22:30:00,12/28/2015,23:30:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,950212,169086,40.630721358,-74.122630488,"(40.630721358, -74.122630488)"
263123475,12/28/2015,22:30:00,12/28/2015,23:30:00,12/29/2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,,STREET,,,1005028,234516,40.810351863,-73.924942326,"(40.810351863, -73.924942326)"
476341754,12/28/2015,22:30:00,12/28/2015,23:00:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,RESIDENCE - APT. HOUSE,,,989927,180962,40.663381997,-73.97953885,"(40.663381997, -73.97953885)"
920300917,12/28/2015,22:05:00,12/28/2015,22:05:00,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,,,988384,216842,40.761864911,-73.985078526,"(40.761864911, -73.985078526)"
691514428,12/28/2015,22:00:00,12/28/2015,22:10:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1004370,252431,40.85952488,-73.927265571,"(40.85952488, -73.927265571)"
509064041,12/28/2015,22:00:00,12/29/2015,09:30:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",ATTEMPTED,FELONY,N.Y. POLICE DEPT,QUEENS,104,OPPOSITE OF,STREET,,,1009374,194736,40.701154656,-73.909391342,"(40.701154656, -73.909391342)"
624798611,12/28/2015,22:00:00,12/28/2015,22:30:00,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DOCTOR/DENTIST OFFICE,,,986685,215375,40.757839003,-73.991212111,"(40.757839003, -73.991212111)"
205807295,12/28/2015,22:00:00,12/29/2015,10:00:00,12/29/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1053360,199246,40.713299294,-73.750709433,"(40.713299294, -73.750709433)"
233216007,12/28/2015,22:00:00,,,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,FRONT OF,RESIDENCE - APT. HOUSE,,,1023766,263882,40.890888801,-73.857079576,"(40.890888801, -73.857079576)"
123820954,12/28/2015,22:00:00,12/29/2015,07:20:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,FRONT OF,STREET,,,1015652,234816,40.811143907,-73.886562474,"(40.811143907, -73.886562474)"
281151146,12/28/2015,22:00:00,12/29/2015,15:00:00,12/29/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,REAR OF,RESIDENCE-HOUSE,,,999088,182595,40.667853607,-73.946514686,"(40.667853607, -73.946514686)"
356791333,12/28/2015,22:00:00,12/29/2015,08:00:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,,STREET,,,995468,182016,40.666269707,-73.959564715,"(40.666269707, -73.959564715)"
368057506,12/28/2015,22:00:00,12/29/2015,17:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,FRONT OF,STREET,,,1015133,247522,40.846020053,-73.88837886,"(40.846020053, -73.88837886)"
737699017,12/28/2015,22:00:00,12/29/2015,08:30:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,OPPOSITE OF,STREET,,,1009264,246053,40.842006656,-73.90959706,"(40.842006656, -73.90959706)"
966021296,12/28/2015,21:40:00,12/28/2015,21:50:00,12/29/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,CHAIN STORE,,,1007380,189081,40.685638429,-73.916602147,"(40.685638429, -73.916602147)"
918601052,12/28/2015,21:30:00,12/28/2015,21:45:00,12/29/2015,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,INSIDE,COMMERCIAL BUILDING,,,1027393,192585,40.695181168,-73.84441942,"(40.695181168, -73.84441942)"
550974662,12/28/2015,21:30:00,,,12/29/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,5,,STREET,,,984641,200535,40.717107193,-73.998590962,"(40.717107193, -73.998590962)"
732010655,12/28/2015,21:30:00,12/29/2015,12:30:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,442,"LARCENY, GRAND OF AUTO - ATTEM",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,STREET,,,1005122,164404,40.617911064,-73.924820122,"(40.617911064, -73.924820122)"
750006715,12/28/2015,21:30:00,12/28/2015,21:30:00,12/29/2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,,,,,,,
470095582,12/28/2015,21:30:00,12/29/2015,20:10:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE - APT. HOUSE,,,1001512,166219,40.622900629,-73.937818762,"(40.622900629, -73.937818762)"
112332676,12/28/2015,21:30:00,12/28/2015,21:30:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,FRONT OF,STREET,,,1019886,211662,40.747576291,-73.871390072,"(40.747576291, -73.871390072)"
937271505,12/28/2015,21:18:00,12/28/2015,21:35:00,12/29/2015,107,BURGLARY,243,"BURGLARY,UNCLASSIFIED,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE - APT. HOUSE,,,997880,209910,40.742828787,-73.950813896,"(40.742828787, -73.950813896)"
491356984,12/28/2015,21:15:00,12/28/2015,21:26:00,12/29/2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,,STREET,,,1045143,187058,40.679906535,-73.780459659,"(40.679906535, -73.780459659)"
179111211,12/28/2015,21:00:00,12/28/2015,23:00:00,12/29/2015,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,949395,168432,40.628923091,-74.12557052,"(40.628923091, -74.12557052)"
564994310,12/28/2015,21:00:00,12/28/2015,21:00:00,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,RESIDENCE - APT. HOUSE,,,1004861,220542,40.771997394,-73.925588482,"(40.771997394, -73.925588482)"
302456556,12/28/2015,21:00:00,12/29/2015,01:45:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,OPPOSITE OF,STREET,,,1008930,243004,40.833638977,-73.910815406,"(40.833638977, -73.910815406)"
842390819,12/28/2015,21:00:00,12/29/2015,08:00:00,12/29/2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STREET,,,1020467,183148,40.669309827,-73.869446597,"(40.669309827, -73.869446597)"
218175700,12/28/2015,21:00:00,12/29/2015,09:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,RESIDENCE-HOUSE,,,947609,165980,40.622185664,-74.131991467,"(40.622185664, -74.131991467)"
978068950,12/28/2015,21:00:00,12/28/2015,22:00:00,12/29/2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,FRONT OF,STREET,,,1030156,201240,40.71892316,-73.834396524,"(40.71892316, -73.834396524)"
923411059,12/28/2015,21:00:00,12/29/2015,07:15:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,47,REAR OF,RESIDENCE - PUBLIC HOUSING,,BOSTON SECOR,1031017,260833,40.882484818,-73.830875435,"(40.882484818, -73.830875435)"
189244545,12/28/2015,21:00:00,12/29/2015,16:40:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE-HOUSE,,,1007909,180650,40.662495838,-73.914724338,"(40.662495838, -73.914724338)"
881772272,12/28/2015,20:45:00,12/28/2015,20:51:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,STREET,,,1001386,178957,40.657863953,-73.9382403,"(40.657863953, -73.9382403)"
429778451,12/28/2015,20:30:00,12/28/2015,21:30:00,12/29/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STREET,,,985391,155236,40.592771278,-73.995893085,"(40.592771278, -73.995893085)"
802208738,12/28/2015,20:30:00,12/29/2015,07:00:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,FRONT OF,STREET,,,1012780,236449,40.815635776,-73.896930554,"(40.815635776, -73.896930554)"
232124678,12/28/2015,20:30:00,12/29/2015,08:30:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1030671,248779,40.849402128,-73.832210187,"(40.849402128, -73.832210187)"
993693608,12/28/2015,20:30:00,12/29/2015,14:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,,STREET,,,1032811,220973,40.773071022,-73.824676217,"(40.773071022, -73.824676217)"
244968742,12/28/2015,20:30:00,,,12/29/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1008138,178612,40.656901364,-73.913906144,"(40.656901364, -73.913906144)"
473511426,12/28/2015,20:30:00,12/28/2015,20:35:00,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,,,989543,161242,40.609255026,-73.980938434,"(40.609255026, -73.980938434)"
352216925,12/28/2015,20:30:00,,,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1008138,178612,40.656901364,-73.913906144,"(40.656901364, -73.913906144)"
981678676,12/28/2015,20:20:00,12/28/2015,20:30:00,12/29/2015,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,999371,175788,40.649169409,-73.945509815,"(40.649169409, -73.945509815)"
665099949,12/28/2015,20:00:00,12/28/2015,23:00:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,,STREET,,,983865,204383,40.727669026,-74.001390508,"(40.727669026, -74.001390508)"
398427129,12/28/2015,20:00:00,12/29/2015,09:59:00,12/29/2015,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,994274,230928,40.800522537,-73.963795777,"(40.800522537, -73.963795777)"
565912009,12/28/2015,20:00:00,12/29/2015,07:15:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,REAR OF,PARKING LOT/GARAGE (PRIVATE),,,1006485,206360,40.733067471,-73.919772166,"(40.733067471, -73.919772166)"
801903256,12/28/2015,20:00:00,12/28/2015,20:10:00,12/29/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,RESIDENCE-HOUSE,,,1008724,161279,40.609324369,-73.911856988,"(40.609324369, -73.911856988)"
125037066,12/28/2015,20:00:00,12/29/2015,09:00:00,12/29/2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,963662,165441,40.620758071,-74.074162949,"(40.620758071, -74.074162949)"
840375167,12/28/2015,20:00:00,12/29/2015,06:00:00,12/29/2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,COMMERCIAL BUILDING,,,997568,191550,40.692435469,-73.951976155,"(40.692435469, -73.951976155)"
329231162,12/28/2015,20:00:00,12/29/2015,05:00:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,RESIDENCE-HOUSE,,,954801,148466,40.574140128,-74.106007765,"(40.574140128, -74.106007765)"
198248705,12/28/2015,20:00:00,12/29/2015,20:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,STREET,,,1042986,185635,40.676015308,-73.788248812,"(40.676015308, -73.788248812)"
764915658,12/28/2015,20:00:00,12/29/2015,11:00:00,12/29/2015,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1007250,249553,40.851618598,-73.916863953,"(40.851618598, -73.916863953)"
632341905,12/28/2015,20:00:00,12/28/2015,20:30:00,12/29/2015,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
597371854,12/28/2015,19:30:00,12/29/2015,09:00:00,12/29/2015,107,BURGLARY,233,"BURGLARY,TRUCK NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,STREET,,,1033618,191619,40.692497191,-73.821978,"(40.692497191, -73.821978)"
634859015,12/28/2015,19:30:00,12/28/2015,20:30:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,988855,217773,40.764420034,-73.983377672,"(40.764420034, -73.983377672)"
616629379,12/28/2015,19:20:00,,,12/29/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,,,987220,212676,40.750430768,-73.989282176,"(40.750430768, -73.989282176)"
729706976,12/28/2015,19:00:00,,,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1014639,237106,40.817432856,-73.89021154,"(40.817432856, -73.89021154)"
489324639,12/28/2015,19:00:00,,,12/29/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1028121,251461,40.856776449,-73.841409732,"(40.856776449, -73.841409732)"
307725257,12/28/2015,19:00:00,12/29/2015,07:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,OPPOSITE OF,STREET,,,996710,201714,40.720334501,-73.955051334,"(40.720334501, -73.955051334)"
280990746,12/28/2015,19:00:00,12/28/2015,19:05:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,997921,161182,40.609081374,-73.95076477,"(40.609081374, -73.95076477)"
415869583,12/28/2015,19:00:00,12/29/2015,00:01:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,,,1005521,191553,40.692428163,-73.923297291,"(40.692428163, -73.923297291)"
726269986,12/28/2015,19:00:00,12/29/2015,11:00:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,,STREET,,,1012716,250857,40.855181758,-73.897100624,"(40.855181758, -73.897100624)"
324917137,12/28/2015,19:00:00,12/29/2015,08:30:00,12/29/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,STREET,,,1001864,251195,40.856137785,-73.936328266,"(40.856137785, -73.936328266)"
322042782,12/28/2015,19:00:00,,,12/29/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,FRONT OF,STREET,,,994281,201000,40.71837783,-73.963815144,"(40.71837783, -73.963815144)"
314748922,12/28/2015,19:00:00,12/29/2015,07:50:00,12/29/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,REAR OF,STREET,,,996304,185058,40.674618219,-73.956545805,"(40.674618219, -73.956545805)"
539963641,12/28/2015,18:50:00,12/28/2015,18:50:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESTAURANT/DINER,,,985949,207297,40.735667088,-73.993870805,"(40.735667088, -73.993870805)"
612584202,12/28/2015,18:30:00,,,12/29/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,40,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,1004840,234488,40.810275452,-73.925621548,"(40.810275452, -73.925621548)"
874640399,12/28/2015,18:30:00,12/29/2015,07:38:00,12/29/2015,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,STREET,,,992295,167739,40.627085873,-73.971019226,"(40.627085873, -73.971019226)"
405204031,12/28/2015,18:30:00,12/28/2015,18:35:00,12/29/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,997741,177573,40.654071479,-73.951380283,"(40.654071479, -73.951380283)"
730211864,12/28/2015,18:00:00,12/29/2015,00:30:00,12/29/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,BUTLER,1009580,243263,40.834348017,-73.908465527,"(40.834348017, -73.908465527)"
896039163,12/28/2015,18:00:00,12/29/2015,08:15:00,12/29/2015,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1026966,191124,40.691173137,-73.845968526,"(40.691173137, -73.845968526)"
457514194,12/28/2015,18:00:00,12/28/2015,18:00:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1002070,229947,40.797817677,-73.935640024,"(40.797817677, -73.935640024)"
414640438,12/28/2015,18:00:00,12/29/2015,13:46:00,12/29/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,RESIDENCE-HOUSE,,,991500,170547,40.634793928,-73.973880208,"(40.634793928, -73.973880208)"
